Navn	Stasjon	Tid(norsk normaltid)	Lufttemperatur	Relativ luftfuktighet	Vindretning	Middelvind
Fjærland - Bremuseet	SN55820	17.11.2007 07:00	0,5	94	19	0,4
Fjærland - Bremuseet	SN55820	17.11.2007 08:00	0,8	94	207	1,1
Fjærland - Bremuseet	SN55820	17.11.2007 09:00	0,7	94	45	0,2
Fjærland - Bremuseet	SN55820	17.11.2007 10:00	0,8	94	59	0,2
Fjærland - Bremuseet	SN55820	17.11.2007 11:00	0,9	94	6	1,1
Fjærland - Bremuseet	SN55820	17.11.2007 12:00	1,3	93	13	0,8
Fjærland - Bremuseet	SN55820	17.11.2007 13:00	1	92	235	1
Fjærland - Bremuseet	SN55820	17.11.2007 14:00	1,1	93	344	0,6
Fjærland - Bremuseet	SN55820	17.11.2007 15:00	1,1	93	6	0,5
Fjærland - Bremuseet	SN55820	17.11.2007 16:00	1,2	94	7	0,6
Fjærland - Bremuseet	SN55820	17.11.2007 17:00	0,8	94	297	0,3
Fjærland - Bremuseet	SN55820	17.11.2007 18:00	0,9	94	345	0,3
Fjærland - Bremuseet	SN55820	17.11.2007 19:00	1	94	75	0,8
Fjærland - Bremuseet	SN55820	17.11.2007 20:00	1	94	88	0,1
Fjærland - Bremuseet	SN55820	17.11.2007 21:00	1,1	94	21	0,9
Fjærland - Bremuseet	SN55820	17.11.2007 22:00	0,9	94	331	0,7
Fjærland - Bremuseet	SN55820	17.11.2007 23:00	1,1	94	110	0,5
Fjærland - Bremuseet	SN55820	18.11.2007 00:00	0,8	94	341	0,4
Fjærland - Bremuseet	SN55820	18.11.2007 01:00	0,9	94	30	0,8
Fjærland - Bremuseet	SN55820	18.11.2007 02:00	0,7	94	9	0,7
Fjærland - Bremuseet	SN55820	18.11.2007 03:00	1,3	95	18	1
Fjærland - Bremuseet	SN55820	18.11.2007 04:00	1,1	94	75	1
Fjærland - Bremuseet	SN55820	18.11.2007 05:00	1	94	171	0,3
Fjærland - Bremuseet	SN55820	18.11.2007 06:00	1	94	187	0,1
Fjærland - Bremuseet	SN55820	18.11.2007 07:00	1,4	94	37	1,2
Fjærland - Bremuseet	SN55820	18.11.2007 08:00	1,6	94	16	0,5
Fjærland - Bremuseet	SN55820	18.11.2007 09:00	1,2	94	26	0,9
Fjærland - Bremuseet	SN55820	18.11.2007 10:00	1,1	94	42	1,1
Fjærland - Bremuseet	SN55820	18.11.2007 11:00	1,5	94	85	0,4
Fjærland - Bremuseet	SN55820	18.11.2007 12:00	1,7	93	0	0
Fjærland - Bremuseet	SN55820	18.11.2007 13:00	1,7	94	192	0,5
Fjærland - Bremuseet	SN55820	18.11.2007 14:00	1,7	93	124	1,5
Fjærland - Bremuseet	SN55820	18.11.2007 15:00	1,9	92	17	2,8
Fjærland - Bremuseet	SN55820	18.11.2007 16:00	1,8	93	55	0,2
Fjærland - Bremuseet	SN55820	18.11.2007 17:00	1,7	93	124	0,3
Fjærland - Bremuseet	SN55820	18.11.2007 18:00	1	93	1	1
Fjærland - Bremuseet	SN55820	18.11.2007 19:00	1,7	94	186	0,8
Fjærland - Bremuseet	SN55820	18.11.2007 20:00	2,1	92	7	3
Fjærland - Bremuseet	SN55820	18.11.2007 21:00	1,7	93	11	1
Fjærland - Bremuseet	SN55820	18.11.2007 22:00	1,2	93	190	0,5
Fjærland - Bremuseet	SN55820	18.11.2007 23:00	1,1	93	279	0,3
Fjærland - Bremuseet	SN55820	19.11.2007 00:00	1,2	94	12	1,7
Fjærland - Bremuseet	SN55820	19.11.2007 01:00	1,2	94	0	0
Fjærland - Bremuseet	SN55820	19.11.2007 02:00	1,2	94	174	1,2
Fjærland - Bremuseet	SN55820	19.11.2007 03:00	1	94	40	0,6
Fjærland - Bremuseet	SN55820	19.11.2007 04:00	1,3	94	358	2,3
Fjærland - Bremuseet	SN55820	19.11.2007 05:00	0,9	94	42	1,5
Fjærland - Bremuseet	SN55820	19.11.2007 06:00	-0,8	94	0	0
Fjærland - Bremuseet	SN55820	19.11.2007 07:00	-1,4	94	83	0,7
Fjærland - Bremuseet	SN55820	19.11.2007 08:00	-1,9	95	28	1,5
Fjærland - Bremuseet	SN55820	19.11.2007 09:00	-2	95	12	1,5
Fjærland - Bremuseet	SN55820	19.11.2007 10:00	-3,6	93	19	0,8
Fjærland - Bremuseet	SN55820	19.11.2007 11:00	-2,9	94	8	0,6
Fjærland - Bremuseet	SN55820	19.11.2007 12:00	-2,9	94	2	0,8
Fjærland - Bremuseet	SN55820	19.11.2007 13:00	-0,5	92	350	0,3
Fjærland - Bremuseet	SN55820	19.11.2007 14:00	-0,8	92	30	0,4
Fjærland - Bremuseet	SN55820	19.11.2007 15:00	-2,3	94	78	0,8
Fjærland - Bremuseet	SN55820	19.11.2007 16:00	-2,8	93	34	1,1
Fjærland - Bremuseet	SN55820	19.11.2007 17:00	-3,3	93	14	0,6
Fjærland - Bremuseet	SN55820	19.11.2007 18:00	-3,4	93	69	0,4
Fjærland - Bremuseet	SN55820	19.11.2007 19:00	-3	94	349	0,5
Fjærland - Bremuseet	SN55820	19.11.2007 20:00	-3,3	94	360	0,2
Fjærland - Bremuseet	SN55820	19.11.2007 21:00	-4,4	92	128	0,2
Fjærland - Bremuseet	SN55820	19.11.2007 22:00	-3,8	94	154	0,5
Fjærland - Bremuseet	SN55820	19.11.2007 23:00	-3,1	95	51	1,5
Fjærland - Bremuseet	SN55820	20.11.2007 00:00	-3,3	94	5	0,8
Fjærland - Bremuseet	SN55820	20.11.2007 01:00	-4,8	92	27	1,1
Fjærland - Bremuseet	SN55820	20.11.2007 02:00	-3,8	94	88	0,8
Fjærland - Bremuseet	SN55820	20.11.2007 03:00	-4,4	94	35	1,5
Fjærland - Bremuseet	SN55820	20.11.2007 04:00	-4,6	92	351	0,3
Fjærland - Bremuseet	SN55820	20.11.2007 05:00	-4,7	94	8	1,4
Fjærland - Bremuseet	SN55820	20.11.2007 06:00	-5,6	91	16	1
Fjærland - Bremuseet	SN55820	20.11.2007 07:00	-5,2	94	349	0,6
Fjærland - Bremuseet	SN55820	20.11.2007 08:00	-6,5	90	32	1,2
Fjærland - Bremuseet	SN55820	20.11.2007 09:00	-4,8	94	39	1,3
Fjærland - Bremuseet	SN55820	20.11.2007 10:00	-4,1	94	174	0,5
Fjærland - Bremuseet	SN55820	20.11.2007 11:00	-5,7	91	31	1,1
Fjærland - Bremuseet	SN55820	20.11.2007 12:00	-3,4	95	213	1,8
Fjærland - Bremuseet	SN55820	20.11.2007 13:00	-2,7	91	352	0,8
Fjærland - Bremuseet	SN55820	20.11.2007 14:00	-2	90	69	1,3
Fjærland - Bremuseet	SN55820	20.11.2007 15:00	-2	94	17	1,6
Fjærland - Bremuseet	SN55820	20.11.2007 16:00	-4,4	92	12	1,6
Fjærland - Bremuseet	SN55820	20.11.2007 17:00	-3,5	93	33	2,2
Fjærland - Bremuseet	SN55820	20.11.2007 18:00	-2,1	94	36	1,1
Fjærland - Bremuseet	SN55820	20.11.2007 19:00	-4,3	90	352	0,6
Fjærland - Bremuseet	SN55820	20.11.2007 20:00	-4	93	30	0,6
Fjærland - Bremuseet	SN55820	20.11.2007 21:00	-3,3	94	69	0,8
Fjærland - Bremuseet	SN55820	20.11.2007 22:00	-2,2	94	38	2,2
Fjærland - Bremuseet	SN55820	20.11.2007 23:00	-3,2	93	337	1,3
Fjærland - Bremuseet	SN55820	21.11.2007 00:00	-3	93	347	1,2
Fjærland - Bremuseet	SN55820	21.11.2007 01:00	-3,3	94	0	0
Fjærland - Bremuseet	SN55820	21.11.2007 02:00	-2,6	94	47	0,8
Fjærland - Bremuseet	SN55820	21.11.2007 03:00	-3,5	91	6	2,2
Fjærland - Bremuseet	SN55820	21.11.2007 04:00	-2,6	95	11	2,5
Fjærland - Bremuseet	SN55820	21.11.2007 05:00	-4,2	93	332	1,5
Fjærland - Bremuseet	SN55820	21.11.2007 06:00	-6,2	92	21	1,3
Fjærland - Bremuseet	SN55820	21.11.2007 07:00	-4,3	94	332	0,2
Fjærland - Bremuseet	SN55820	21.11.2007 08:00	-3,6	94	30	1,3
Fjærland - Bremuseet	SN55820	21.11.2007 09:00	-2,9	94	21	1,5
Fjærland - Bremuseet	SN55820	21.11.2007 10:00	-1,9	94	22	1,5
Fjærland - Bremuseet	SN55820	21.11.2007 11:00	-1,4	93	54	0,7
Fjærland - Bremuseet	SN55820	21.11.2007 12:00	-1,1	94	344	1,8
Fjærland - Bremuseet	SN55820	21.11.2007 13:00	-0,4	93	47	1,5
Fjærland - Bremuseet	SN55820	21.11.2007 14:00	0,1	93	359	0,7
Fjærland - Bremuseet	SN55820	21.11.2007 15:00	0,4	93	83	0,5
Fjærland - Bremuseet	SN55820	21.11.2007 16:00	0,3	94	4	1,5
Fjærland - Bremuseet	SN55820	21.11.2007 17:00	0,8	94	18	3,5
Fjærland - Bremuseet	SN55820	21.11.2007 18:00	1,3	92	274	1,2
Fjærland - Bremuseet	SN55820	21.11.2007 19:00	1,2	90	4	2
Fjærland - Bremuseet	SN55820	21.11.2007 20:00	0,9	92	37	0,9
Fjærland - Bremuseet	SN55820	21.11.2007 21:00	0,9	93	61	1,3
Fjærland - Bremuseet	SN55820	21.11.2007 22:00	0,7	93	4	0,6
Fjærland - Bremuseet	SN55820	21.11.2007 23:00	0,8	93	117	0,3
Fjærland - Bremuseet	SN55820	22.11.2007 00:00	0,9	93	233	0,8
Fjærland - Bremuseet	SN55820	22.11.2007 01:00	0,9	94	1	1,6
Fjærland - Bremuseet	SN55820	22.11.2007 02:00	0,8	94	39	0,2
Fjærland - Bremuseet	SN55820	22.11.2007 03:00	0,4	94	35	0,6
Fjærland - Bremuseet	SN55820	22.11.2007 04:00	0,3	94	0	0
Fjærland - Bremuseet	SN55820	22.11.2007 05:00	0,3	94	24	1,2
Fjærland - Bremuseet	SN55820	22.11.2007 06:00	0,4	94	94	0,4
Fjærland - Bremuseet	SN55820	22.11.2007 07:00	0,4	94	10	1,5
Fjærland - Bremuseet	SN55820	22.11.2007 08:00	0,4	94	316	0,7
Fjærland - Bremuseet	SN55820	22.11.2007 09:00	0,6	94	23	0,4
Fjærland - Bremuseet	SN55820	22.11.2007 10:00	0,6	94	360	2,4
Fjærland - Bremuseet	SN55820	22.11.2007 11:00	0,8	94	360	0,6
Fjærland - Bremuseet	SN55820	22.11.2007 12:00	1,1	94	32	0,8
Fjærland - Bremuseet	SN55820	22.11.2007 13:00	1	94	40	0,5
Fjærland - Bremuseet	SN55820	22.11.2007 14:00	1,1	94	2	1,8
Fjærland - Bremuseet	SN55820	22.11.2007 15:00	1	94	258	0,1
Fjærland - Bremuseet	SN55820	22.11.2007 16:00	0,9	94	59	0,6
Fjærland - Bremuseet	SN55820	22.11.2007 17:00	0,8	94	341	0,2
Fjærland - Bremuseet	SN55820	22.11.2007 18:00	0,7	94	50	1,1
Fjærland - Bremuseet	SN55820	22.11.2007 19:00	0,7	94	25	1,5
Fjærland - Bremuseet	SN55820	22.11.2007 20:00	1	94	348	1,1
Fjærland - Bremuseet	SN55820	22.11.2007 21:00	1,5	92	341	1
Fjærland - Bremuseet	SN55820	22.11.2007 22:00	3,2	81	43	2,2
Fjærland - Bremuseet	SN55820	22.11.2007 23:00	4,7	59	16	5
Fjærland - Bremuseet	SN55820	23.11.2007 00:00	5	55	355	7,2
Fjærland - Bremuseet	SN55820	23.11.2007 01:00	4,9	50	348	7,1
Fjærland - Bremuseet	SN55820	23.11.2007 02:00	4,5	53	359	6
Fjærland - Bremuseet	SN55820	23.11.2007 03:00	4,2	53	19	5,5
Fjærland - Bremuseet	SN55820	23.11.2007 04:00	4,3	50	14	6,3
Fjærland - Bremuseet	SN55820	23.11.2007 05:00	2,7	63	352	7,2
Fjærland - Bremuseet	SN55820	23.11.2007 06:00	1,9	69	354	3,7
Fjærland - Bremuseet	SN55820	23.11.2007 07:00	2,2	55	343	5,3
Fjærland - Bremuseet	SN55820	23.11.2007 08:00	1,8	58	351	2,8
Fjærland - Bremuseet	SN55820	23.11.2007 09:00	0,2	68	53	0,7
Fjærland - Bremuseet	SN55820	23.11.2007 10:00	0,5	66	64	1
Fjærland - Bremuseet	SN55820	23.11.2007 11:00	0,7	67	53	0,9
Fjærland - Bremuseet	SN55820	23.11.2007 12:00	1,4	65	26	0,5
Fjærland - Bremuseet	SN55820	23.11.2007 13:00	1,9	64	178	0,4
Fjærland - Bremuseet	SN55820	23.11.2007 14:00	1,3	69	53	0,8
Fjærland - Bremuseet	SN55820	23.11.2007 15:00	1,3	64	31	0,7
Fjærland - Bremuseet	SN55820	23.11.2007 16:00	-1	73	55	0,7
Fjærland - Bremuseet	SN55820	23.11.2007 17:00	-1,1	74	25	1,1
Fjærland - Bremuseet	SN55820	23.11.2007 18:00	-3,2	81	27	1,1
Fjærland - Bremuseet	SN55820	23.11.2007 19:00	-3,3	85	14	0,5
Fjærland - Bremuseet	SN55820	23.11.2007 20:00	-1,6	82	43	2,2
Fjærland - Bremuseet	SN55820	23.11.2007 21:00	-2	83	346	1
Fjærland - Bremuseet	SN55820	23.11.2007 22:00	-1,7	86	36	1,4
Fjærland - Bremuseet	SN55820	23.11.2007 23:00	-1,4	85	151	0,5
Fjærland - Bremuseet	SN55820	24.11.2007 00:00	-1,4	86	66	0,8
Fjærland - Bremuseet	SN55820	24.11.2007 01:00	-1,5	89	32	0,9
Fjærland - Bremuseet	SN55820	24.11.2007 02:00	-1,2	87	51	0,7
Fjærland - Bremuseet	SN55820	24.11.2007 03:00	-1,1	87	27	1,2
Fjærland - Bremuseet	SN55820	24.11.2007 04:00	-0,9	86	31	0,1
Fjærland - Bremuseet	SN55820	24.11.2007 05:00	-0,8	84	265	0,7
Fjærland - Bremuseet	SN55820	24.11.2007 06:00	-0,5	82	45	1,6
Fjærland - Bremuseet	SN55820	24.11.2007 07:00	-0,4	81	19	0,6
Fjærland - Bremuseet	SN55820	24.11.2007 08:00	-0,4	83	13	1,3
Fjærland - Bremuseet	SN55820	24.11.2007 09:00	-0,5	91	193	0,5
Fjærland - Bremuseet	SN55820	24.11.2007 10:00	-0,3	93	188	0,7
Fjærland - Bremuseet	SN55820	24.11.2007 11:00	-0,2	93	17	0,4
Fjærland - Bremuseet	SN55820	24.11.2007 12:00	0	93	13	0,6
Fjærland - Bremuseet	SN55820	24.11.2007 13:00	0,2	94	8	0,8
Fjærland - Bremuseet	SN55820	24.11.2007 14:00	0,2	94	17	0,5
Fjærland - Bremuseet	SN55820	24.11.2007 15:00	0,2	94	40	0,5
Fjærland - Bremuseet	SN55820	24.11.2007 16:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 17:00	0,2	94	9	0,2
Fjærland - Bremuseet	SN55820	24.11.2007 18:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 19:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 20:00	0,1	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 21:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 22:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	24.11.2007 23:00	-0,1	94	351	1,4
Fjærland - Bremuseet	SN55820	25.11.2007 00:00	0,2	94	290	0,1
Fjærland - Bremuseet	SN55820	25.11.2007 01:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 02:00	0	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 03:00	-0,1	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 04:00	-0,1	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 05:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 06:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	25.11.2007 07:00	0,3	94	293	0,1
Fjærland - Bremuseet	SN55820	25.11.2007 08:00	0,2	94	39	0,4
Fjærland - Bremuseet	SN55820	25.11.2007 09:00	0,5	95	347	1,5
Fjærland - Bremuseet	SN55820	25.11.2007 10:00	0,9	92	190	1,4
Fjærland - Bremuseet	SN55820	25.11.2007 11:00	1,4	87	201	1,4
Fjærland - Bremuseet	SN55820	25.11.2007 12:00	2,1	73	355	4,3
Fjærland - Bremuseet	SN55820	25.11.2007 13:00	1,7	65	343	5,3
Fjærland - Bremuseet	SN55820	25.11.2007 14:00	1,5	56	359	3,8
Fjærland - Bremuseet	SN55820	25.11.2007 15:00	0,9	57	349	2,9
Fjærland - Bremuseet	SN55820	25.11.2007 16:00	-1,1	86	106	1
Fjærland - Bremuseet	SN55820	25.11.2007 17:00	-1,2	90	203	1,4
Fjærland - Bremuseet	SN55820	25.11.2007 18:00	-0,7	88	195	3,6
Fjærland - Bremuseet	SN55820	25.11.2007 19:00	-1,3	91	154	0,8
Fjærland - Bremuseet	SN55820	25.11.2007 20:00	-1,4	93	215	0,9
Fjærland - Bremuseet	SN55820	25.11.2007 21:00	-1,3	92	334	0,4
Fjærland - Bremuseet	SN55820	25.11.2007 22:00	-1,2	93	204	1,5
Fjærland - Bremuseet	SN55820	25.11.2007 23:00	-1	92	231	0,1
Fjærland - Bremuseet	SN55820	26.11.2007 00:00	-1,1	93	211	0,2
Fjærland - Bremuseet	SN55820	26.11.2007 01:00	-0,8	93	338	1
Fjærland - Bremuseet	SN55820	26.11.2007 02:00	-0,5	93	172	0,8
Fjærland - Bremuseet	SN55820	26.11.2007 03:00	-0,5	93	214	1,2
Fjærland - Bremuseet	SN55820	26.11.2007 04:00	-0,4	92	218	1,4
Fjærland - Bremuseet	SN55820	26.11.2007 05:00	-0,3	92	189	1,1
Fjærland - Bremuseet	SN55820	26.11.2007 06:00	-0,4	91	169	1,6
Fjærland - Bremuseet	SN55820	26.11.2007 07:00	-0,4	93	227	1,2
Fjærland - Bremuseet	SN55820	26.11.2007 08:00	-0,3	93	0	0
Fjærland - Bremuseet	SN55820	26.11.2007 09:00	-0,4	93	13	0,3
Fjærland - Bremuseet	SN55820	26.11.2007 10:00	-0,6	93	0	0
Fjærland - Bremuseet	SN55820	26.11.2007 11:00	-0,4	92	341	1,6
Fjærland - Bremuseet	SN55820	26.11.2007 12:00	0,3	85	0	0
Fjærland - Bremuseet	SN55820	26.11.2007 13:00	0,7	80	39	1,5
Fjærland - Bremuseet	SN55820	26.11.2007 14:00	0,7	73	37	1,6
Fjærland - Bremuseet	SN55820	26.11.2007 15:00	0	84	354	1
Fjærland - Bremuseet	SN55820	26.11.2007 16:00	0,1	81	60	1,7
Fjærland - Bremuseet	SN55820	26.11.2007 17:00	-0,7	87	343	0,6
Fjærland - Bremuseet	SN55820	26.11.2007 18:00	-0,8	90	25	1,8
Fjærland - Bremuseet	SN55820	26.11.2007 19:00	-0,9	89	33	1,9
Fjærland - Bremuseet	SN55820	26.11.2007 20:00	-1,5	90	0	0
Fjærland - Bremuseet	SN55820	26.11.2007 21:00	-2,7	92	30	0,6
Fjærland - Bremuseet	SN55820	26.11.2007 22:00	-2,7	93	51	0,9
Fjærland - Bremuseet	SN55820	26.11.2007 23:00	-2,9	93	265	0,6
Fjærland - Bremuseet	SN55820	27.11.2007 00:00	-3,1	93	36	0,8
Fjærland - Bremuseet	SN55820	27.11.2007 01:00	-3,4	93	19	0,3
Fjærland - Bremuseet	SN55820	27.11.2007 02:00	-3,6	92	354	0,5
Fjærland - Bremuseet	SN55820	27.11.2007 03:00	-3,7	93	345	0,4
Fjærland - Bremuseet	SN55820	27.11.2007 04:00	-5,1	92	21	0,8
Fjærland - Bremuseet	SN55820	27.11.2007 05:00	-3,8	94	9	0,9
Fjærland - Bremuseet	SN55820	27.11.2007 06:00	-4,5	92	94	0,6
Fjærland - Bremuseet	SN55820	27.11.2007 07:00	-4,4	93	28	1,5
Fjærland - Bremuseet	SN55820	27.11.2007 08:00	-3,6	93	24	1
Fjærland - Bremuseet	SN55820	27.11.2007 09:00	-3,7	92	137	0,5
Fjærland - Bremuseet	SN55820	27.11.2007 10:00	-3	92	20	1,8
Fjærland - Bremuseet	SN55820	27.11.2007 11:00	-3,5	92	22	1,9
Fjærland - Bremuseet	SN55820	27.11.2007 12:00	-4,1	89	71	0,2
Fjærland - Bremuseet	SN55820	27.11.2007 13:00	-4,8	91	5	0,4
Fjærland - Bremuseet	SN55820	27.11.2007 14:00	-4,1	90	19	0,6
Fjærland - Bremuseet	SN55820	27.11.2007 15:00	-4,1	92	357	1,2
Fjærland - Bremuseet	SN55820	27.11.2007 16:00	-3,1	93	117	0,4
Fjærland - Bremuseet	SN55820	27.11.2007 17:00	-3,3	92	7	0,6
Fjærland - Bremuseet	SN55820	27.11.2007 18:00	-2,8	93	360	1
Fjærland - Bremuseet	SN55820	27.11.2007 19:00	-2,7	92	1	0,6
Fjærland - Bremuseet	SN55820	27.11.2007 20:00	-2	91	31	1,4
Fjærland - Bremuseet	SN55820	27.11.2007 21:00	-2,1	92	19	0,8
Fjærland - Bremuseet	SN55820	27.11.2007 22:00	-2,2	91	37	0,3
Fjærland - Bremuseet	SN55820	27.11.2007 23:00	-2,2	93	7	0,8
Fjærland - Bremuseet	SN55820	28.11.2007 00:00	-2,1	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 01:00	-2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 02:00	-2,1	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 03:00	-2	93	29	0,3
Fjærland - Bremuseet	SN55820	28.11.2007 04:00	-2	93	26	0,3
Fjærland - Bremuseet	SN55820	28.11.2007 05:00	-2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 06:00	-2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 07:00	-2	93	22	0,5
Fjærland - Bremuseet	SN55820	28.11.2007 08:00	-2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 09:00	-2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 10:00	-1,8	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 11:00	-1,7	93	43	0,1
Fjærland - Bremuseet	SN55820	28.11.2007 12:00	-1,6	93	14	0,8
Fjærland - Bremuseet	SN55820	28.11.2007 13:00	-1,3	92	357	0,9
Fjærland - Bremuseet	SN55820	28.11.2007 14:00	-1,1	92	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 15:00	-0,8	92	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 16:00	-0,8	92	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 17:00	-0,7	92	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 18:00	-0,6	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 19:00	-0,4	94	349	0,5
Fjærland - Bremuseet	SN55820	28.11.2007 20:00	-0,2	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 21:00	-0,1	93	0	0
Fjærland - Bremuseet	SN55820	28.11.2007 22:00	0	94	337	0,3
Fjærland - Bremuseet	SN55820	28.11.2007 23:00	0,2	94	330	0,3
Fjærland - Bremuseet	SN55820	29.11.2007 00:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	29.11.2007 01:00	0,2	94	360	0,8
Fjærland - Bremuseet	SN55820	29.11.2007 02:00	0,3	94	17	1,6
Fjærland - Bremuseet	SN55820	29.11.2007 03:00	0,2	94	0	0
Fjærland - Bremuseet	SN55820	29.11.2007 04:00	0,3	94	65	0,4
Fjærland - Bremuseet	SN55820	29.11.2007 05:00	0,3	94	207	0,3
Fjærland - Bremuseet	SN55820	29.11.2007 06:00	0,3	94	39	1,1
Fjærland - Bremuseet	SN55820	29.11.2007 07:00	0,3	94	296	0,6
Fjærland - Bremuseet	SN55820	29.11.2007 08:00	0,3	94	152	0,4
Fjærland - Bremuseet	SN55820	29.11.2007 09:00	0,6	94	20	2,1
Fjærland - Bremuseet	SN55820	29.11.2007 10:00	0,6	94	26	0,5
Fjærland - Bremuseet	SN55820	29.11.2007 11:00	0,5	94	230	0,6
Fjærland - Bremuseet	SN55820	29.11.2007 12:00	0,4	94	349	1,1
Fjærland - Bremuseet	SN55820	29.11.2007 13:00	0,6	94	32	0,9
Fjærland - Bremuseet	SN55820	29.11.2007 14:00	0,8	94	42	1,5
Fjærland - Bremuseet	SN55820	29.11.2007 15:00	0,7	93	30	0,5
Fjærland - Bremuseet	SN55820	29.11.2007 16:00	0,6	94	71	0,1
Fjærland - Bremuseet	SN55820	29.11.2007 17:00	0,8	94	32	2,1
Fjærland - Bremuseet	SN55820	29.11.2007 18:00	0,7	94	113	0,6
Fjærland - Bremuseet	SN55820	29.11.2007 19:00	0,8	94	7	0,5
Fjærland - Bremuseet	SN55820	29.11.2007 20:00	0,7	94	345	1,1
Fjærland - Bremuseet	SN55820	29.11.2007 21:00	0,7	94	337	0,2
Fjærland - Bremuseet	SN55820	29.11.2007 22:00	0,7	94	41	0,9
Fjærland - Bremuseet	SN55820	29.11.2007 23:00	0,8	94	17	1,2
Fjærland - Bremuseet	SN55820	30.11.2007 00:00	0,7	94	7	1
Fjærland - Bremuseet	SN55820	30.11.2007 01:00	1	94	57	1,2
Fjærland - Bremuseet	SN55820	30.11.2007 02:00	0,7	94	196	0,2
Fjærland - Bremuseet	SN55820	30.11.2007 03:00	0,5	94	340	0,6
Fjærland - Bremuseet	SN55820	30.11.2007 04:00	0,7	94	13	1,3
Fjærland - Bremuseet	SN55820	30.11.2007 05:00	0,6	94	295	0,3
Fjærland - Bremuseet	SN55820	30.11.2007 06:00	0,8	94	342	0,6
Fjærland - Bremuseet	SN55820	30.11.2007 07:00	0,8	94	35	0,4
Fjærland - Bremuseet	SN55820	30.11.2007 08:00	0,7	94	18	0,2
Fjærland - Bremuseet	SN55820	30.11.2007 09:00	0,7	94	345	0,3
Fjærland - Bremuseet	SN55820	30.11.2007 10:00	0,7	94	0	0
Fjærland - Bremuseet	SN55820	30.11.2007 11:00	1,1	94	86	0,7
Fjærland - Bremuseet	SN55820	30.11.2007 12:00	1	94	5	1,1
Fjærland - Bremuseet	SN55820	30.11.2007 13:00	1,2	94	44	0,2
Fjærland - Bremuseet	SN55820	30.11.2007 14:00	1,2	94	20	1
Fjærland - Bremuseet	SN55820	30.11.2007 15:00	1,2	94	4	1
Fjærland - Bremuseet	SN55820	30.11.2007 16:00	1	94	12	1,1
Fjærland - Bremuseet	SN55820	30.11.2007 17:00	1	94	43	1,7
Fjærland - Bremuseet	SN55820	30.11.2007 18:00	1,2	94	19	1,5
Fjærland - Bremuseet	SN55820	30.11.2007 19:00	1,1	94	64	0,7
Fjærland - Bremuseet	SN55820	30.11.2007 20:00	1	94	262	0,9
Fjærland - Bremuseet	SN55820	30.11.2007 21:00	1,2	94	266	0,9
Fjærland - Bremuseet	SN55820	30.11.2007 22:00	1,3	93	11	2,3
Fjærland - Bremuseet	SN55820	30.11.2007 23:00	2,1	89	72	1,4
Fjærland - Bremuseet	SN55820	01.12.2007 00:00	2,2	87	343	3,2
Fjærland - Bremuseet	SN55820	01.12.2007 01:00	1,8	89	23	1,8
Fjærland - Bremuseet	SN55820	01.12.2007 02:00	1,3	91	30	2,2
Fjærland - Bremuseet	SN55820	01.12.2007 03:00	1,1	91	8	2,6
Fjærland - Bremuseet	SN55820	01.12.2007 04:00	1,3	91	10	2,9
Fjærland - Bremuseet	SN55820	01.12.2007 05:00	1,3	91	38	3,1
Fjærland - Bremuseet	SN55820	01.12.2007 06:00	1,1	91	1	2,9
Fjærland - Bremuseet	SN55820	01.12.2007 07:00	0,7	92	3	1,8
Fjærland - Bremuseet	SN55820	01.12.2007 08:00	0,9	92	11	1,3
Fjærland - Bremuseet	SN55820	01.12.2007 09:00	0,8	93	50	0,9
Fjærland - Bremuseet	SN55820	01.12.2007 10:00	0,8	93	90	0,6
Fjærland - Bremuseet	SN55820	01.12.2007 11:00	1	93	353	1,5
